order_item_id;order_id;customer_id;product_id;order_date;quantity;unit_price;sales_channel;payment_method;revenue
1761;1399;879;2;2026-06-28 00:00:00;2;32,9;balcão;cartão de crédito;65,8
1762;2571;831;4;2026-03-08 00:00:00;3;14,9;delivery;pix;44,7
1763;7924;988;7;2026-03-31 00:00:00;4;18,9;app;dinheiro;75,6
1764;6834;1913;8;2026-03-18 00:00:00;2;8;app;cartao de credito;16
1765;6341;1735;6;2026-01-30 00:00:00;1;15,9;app;cartao de credito;15,9
1766;86;372;10;2026-05-28 00:00:00;4;12,9;balcão;dinheiro;51,6
1767;1136;92;7;2026-05-20 00:00:00;2;18,9;delivery;pix;37,8
1768;7210;771;8;2026-02-12 00:00:00;2;8;app;pix;16
1769;1603;1187;2;2026-03-01 00:00:00;2;32,9;delivery;cartão de crédito;65,8
1770;7383;1603;1;2026-03-31 00:00:00;4;28,9;balcão;cartão de crédito;115,6
1771;5824;1616;1;2026-05-14 00:00:00;1;28,9;app;dinheiro;28,9
1772;3947;1100;1;2026-06-29 00:00:00;4;28,9;app;cartão de crédito;115,6
1773;1485;342;3;2026-01-22 00:00:00;1;29,9;delivery;cartão de crédito;29,9
1774;5812;638;4;2026-03-07 00:00:00;1;14,9;balcão;cartao de credito;14,9
1775;4921;934;7;2026-01-09 00:00:00;4;18,9;balcão;pix;75,6
1776;2874;964;7;2026-03-21 00:00:00;1;18,9;balcão;pix;18,9
1777;2955;611;6;2026-06-02 00:00:00;4;15,9;delivery;pix;63,6
1778;4421;870;4;2026-06-19 00:00:00;3;14,9;balcão;desconhecido;44,7
1779;1508;1115;7;2026-04-22 00:00:00;2;18,9;balcão;dinheiro;37,8
1780;1118;1656;4;2026-02-26 00:00:00;1;14,9;delivery;dinheiro;14,9
1781;5851;1078;1;2026-06-02 00:00:00;3;28,9;delivery;cartão de crédito;86,7
1782;2063;229;5;2026-06-24 00:00:00;3;16,9;app;cartao de credito;50,7
1783;2002;1300;9;2026-05-04 00:00:00;3;8;delivery;cartão de crédito;24
1784;5413;1560;10;2026-06-24 00:00:00;1;12,9;balcão;pix;12,9
1785;6909;938;10;2026-06-11 00:00:00;1;12,9;delivery;dinheiro;12,9
1786;1617;433;10;2026-04-01 00:00:00;1;12,9;balcão;pix;12,9
1787;6657;701;7;2026-06-21 00:00:00;2;18,9;balcão;pix;37,8
1788;2289;615;9;2026-05-03 00:00:00;4;8;delivery;pix;32
1789;7594;1284;8;2026-01-29 00:00:00;3;8;delivery;cartão de crédito;24
1790;2161;1569;2;2026-03-19 00:00:00;2;32,9;app;pix;65,8
1791;5573;1584;3;2026-03-25 00:00:00;2;29,9;app;pix;59,8
1792;6860;1086;1;2026-06-27 00:00:00;2;28,9;delivery;cartão de crédito;57,8
1793;6920;479;5;2026-05-28 00:00:00;2;16,9;balcão;cartão de crédito;33,8
1794;189;1086;1;2026-04-29 00:00:00;3;28,9;balcão;cartão de crédito;86,7
1795;5751;1502;8;2026-02-18 00:00:00;4;8;balcão;dinheiro;32
1796;1183;1821;6;2026-02-14 00:00:00;3;15,9;delivery;desconhecido;47,7
1797;7020;1734;6;2026-02-10 00:00:00;1;15,9;app;pix;15,9
1798;3704;247;10;2026-02-25 00:00:00;4;12,9;delivery;desconhecido;51,6
1799;2753;1920;8;2026-06-12 00:00:00;1;8;balcão;cartao de credito;8
1800;7828;564;5;2026-06-30 00:00:00;3;16,9;delivery;cartao de credito;50,7
1801;1859;1807;7;2026-05-13 00:00:00;3;18,9;balcão;desconhecido;56,7
1802;675;843;6;2026-05-03 00:00:00;2;15,9;balcão;desconhecido;31,8
1803;5321;1540;10;2026-04-16 00:00:00;1;12,9;app;dinheiro;12,9
1804;4587;1887;4;2026-03-08 00:00:00;4;14,9;app;pix;59,6
1805;4098;1848;8;2026-01-20 00:00:00;3;8;delivery;pix;24
1806;179;1514;1;2026-03-03 00:00:00;1;28,9;delivery;cartao de credito;28,9
1807;1740;1814;3;2026-01-13 00:00:00;2;29,9;balcão;pix;59,8
1808;2985;792;6;2026-06-29 00:00:00;1;15,9;delivery;pix;15,9
1809;293;470;7;2026-05-15 00:00:00;3;18,9;balcão;cartão de crédito;56,7
1810;6621;1116;10;2026-05-04 00:00:00;4;12,9;balcão;cartão de crédito;51,6
1811;7802;923;8;2026-02-14 00:00:00;4;8;app;dinheiro;32
1812;7883;1056;1;2026-04-27 00:00:00;3;28,9;balcão;desconhecido;86,7
1813;4443;777;10;2026-03-30 00:00:00;3;12,9;delivery;pix;38,7
1814;895;1884;7;2026-04-27 00:00:00;3;18,9;delivery;dinheiro;56,7
1815;5953;542;4;2026-06-21 00:00:00;3;14,9;delivery;dinheiro;44,7
1816;3489;212;7;2026-01-02 00:00:00;3;18,9;balcão;desconhecido;56,7
1817;4800;934;8;2026-04-29 00:00:00;2;8;app;cartão de crédito;16
1818;3817;276;7;2026-03-20 00:00:00;2;18,9;delivery;dinheiro;37,8
1819;5392;4;4;2026-05-07 00:00:00;4;14,9;app;dinheiro;59,6
1820;4201;1941;8;2026-04-20 00:00:00;1;8;delivery;desconhecido;8
1821;1422;1164;7;2026-05-15 00:00:00;2;18,9;balcão;dinheiro;37,8
1822;3788;3;3;2026-04-15 00:00:00;1;29,9;app;dinheiro;29,9
1823;4400;1800;1;2026-03-28 00:00:00;1;28,9;app;pix;28,9
1824;5333;1077;5;2026-05-04 00:00:00;2;16,9;delivery;desconhecido;33,8
1825;7165;1676;8;2026-06-13 00:00:00;1;8;app;pix;8
1826;408;1433;4;2026-01-29 00:00:00;3;14,9;app;desconhecido;44,7
1827;5920;576;5;2026-04-13 00:00:00;1;16,9;delivery;desconhecido;16,9
1828;7757;10;5;2026-03-25 00:00:00;2;16,9;delivery;desconhecido;33,8
1829;2175;1469;8;2026-01-20 00:00:00;4;8;app;pix;32
1830;7731;1418;9;2026-01-31 00:00:00;1;8;delivery;cartao de credito;8
1831;5248;515;7;2026-01-29 00:00:00;3;18,9;app;pix;56,7
1832;2079;619;9;2026-06-14 00:00:00;3;8;delivery;cartão de crédito;24
1833;2084;92;7;2026-02-02 00:00:00;2;18,9;delivery;dinheiro;37,8
1834;5389;1618;7;2026-05-18 00:00:00;3;18,9;delivery;pix;56,7
1835;3733;1688;2;2026-04-30 00:00:00;2;32,9;delivery;desconhecido;65,8
1836;3352;1774;9;2026-06-13 00:00:00;4;8;delivery;pix;32
1837;6855;46;6;2026-01-22 00:00:00;1;15,9;app;cartao de credito;15,9
1838;1535;901;4;2026-06-17 00:00:00;2;14,9;delivery;cartão de crédito;29,8
1839;5422;398;8;2026-01-07 00:00:00;3;8;app;pix;24
1840;2946;1132;6;2026-03-07 00:00:00;1;15,9;app;dinheiro;15,9
1841;1689;1726;9;2026-03-27 00:00:00;2;8;delivery;cartao de credito;16
1842;3437;282;10;2026-06-01 00:00:00;2;12,9;delivery;cartão de crédito;25,8
1843;5520;1122;5;2026-03-03 00:00:00;4;16,9;balcão;cartao de credito;67,6
1844;5835;838;8;2026-02-11 00:00:00;4;8;balcão;cartão de crédito;32
1845;5602;1385;2;2026-03-25 00:00:00;2;32,9;delivery;desconhecido;65,8
1846;2633;90;1;2026-05-12 00:00:00;3;28,9;app;pix;86,7
1847;4573;669;3;2026-04-22 00:00:00;3;29,9;delivery;pix;89,7
1848;4754;1435;9;2026-01-28 00:00:00;3;8;delivery;cartao de credito;24
1849;816;798;10;2026-05-16 00:00:00;1;12,9;delivery;pix;12,9
1850;1888;1558;3;2026-06-02 00:00:00;2;29,9;app;cartão de crédito;59,8
1851;3379;1269;1;2026-01-12 00:00:00;3;28,9;balcão;desconhecido;86,7
1852;6958;1697;6;2026-06-30 00:00:00;1;15,9;app;dinheiro;15,9
1853;17;1187;6;2026-05-12 00:00:00;4;15,9;balcão;cartão de crédito;63,6
1854;3164;1121;4;2026-04-18 00:00:00;3;14,9;delivery;dinheiro;44,7
1855;4379;333;3;2026-01-15 00:00:00;4;29,9;app;desconhecido;119,6
1856;7518;213;8;2026-05-31 00:00:00;4;8;delivery;cartao de credito;32
1857;3533;3;3;2026-04-22 00:00:00;4;29,9;balcão;pix;119,6
1858;2298;1820;9;2026-04-14 00:00:00;4;8;app;dinheiro;32
1859;4890;142;10;2026-05-31 00:00:00;4;12,9;balcão;cartão de crédito;51,6
1860;1424;412;2;2026-04-25 00:00:00;3;32,9;app;desconhecido;98,7
1861;1370;1623;1;2026-06-09 00:00:00;1;28,9;delivery;dinheiro;28,9
1862;7945;874;5;2026-02-07 00:00:00;3;16,9;balcão;desconhecido;50,7
1863;7071;739;9;2026-05-17 00:00:00;4;8;app;pix;32
1864;204;536;6;2026-05-08 00:00:00;1;15,9;delivery;cartão de crédito;15,9
1865;700;631;9;2026-03-08 00:00:00;4;8;delivery;dinheiro;32
1866;6635;1927;2;2026-06-17 00:00:00;2;32,9;app;dinheiro;65,8
1867;6695;1312;4;2026-03-25 00:00:00;3;14,9;delivery;pix;44,7
1868;3775;949;5;2026-04-14 00:00:00;1;16,9;app;desconhecido;16,9
1869;2821;1448;2;2026-01-01 00:00:00;2;32,9;app;desconhecido;65,8
1870;6459;861;9;2026-01-23 00:00:00;1;8;app;cartão de crédito;8
1871;3351;1132;5;2026-05-01 00:00:00;2;16,9;app;pix;33,8
1872;4092;1821;1;2026-01-24 00:00:00;1;28,9;app;pix;28,9
1873;3771;1408;2;2026-06-01 00:00:00;3;32,9;app;dinheiro;98,7
1874;561;839;8;2026-05-09 00:00:00;3;8;delivery;dinheiro;24
1875;7876;1756;9;2026-05-13 00:00:00;2;8;app;cartão de crédito;16
1876;7996;137;1;2026-01-31 00:00:00;3;28,9;app;dinheiro;86,7
1877;3222;1182;3;2026-03-08 00:00:00;4;29,9;delivery;pix;119,6
1878;4771;10;3;2026-05-27 00:00:00;4;29,9;app;pix;119,6
1879;5727;842;5;2026-06-01 00:00:00;2;16,9;balcão;pix;33,8
1880;1406;299;3;2026-02-19 00:00:00;1;29,9;delivery;pix;29,9
1881;5024;1948;9;2026-05-19 00:00:00;1;8;balcão;cartão de crédito;8
1882;3643;1092;3;2026-04-15 00:00:00;3;29,9;app;pix;89,7
1883;6341;1062;1;2026-03-21 00:00:00;2;28,9;app;cartao de credito;57,8
1884;3816;1173;10;2026-06-10 00:00:00;3;12,9;delivery;desconhecido;38,7
1885;671;1310;7;2026-03-04 00:00:00;1;18,9;app;dinheiro;18,9
1886;2996;875;5;2026-03-27 00:00:00;3;16,9;delivery;cartao de credito;50,7
1887;6787;1654;5;2026-03-10 00:00:00;1;16,9;balcão;pix;16,9
1888;6015;629;1;2026-05-03 00:00:00;4;28,9;app;desconhecido;115,6
1889;1506;61;7;2026-03-19 00:00:00;4;18,9;app;desconhecido;75,6
1890;2891;63;2;2026-05-13 00:00:00;1;32,9;delivery;pix;32,9
1891;6351;1793;8;2026-06-02 00:00:00;3;8;app;cartao de credito;24
1892;3534;1259;8;2026-02-21 00:00:00;2;8;app;pix;16
1893;4429;383;2;2026-02-16 00:00:00;1;32,9;delivery;cartão de crédito;32,9
1894;682;1512;10;2026-03-14 00:00:00;1;12,9;app;dinheiro;12,9
1895;3850;991;4;2026-06-12 00:00:00;2;14,9;balcão;desconhecido;29,8
1896;1490;1807;4;2026-05-24 00:00:00;4;14,9;app;cartao de credito;59,6
1897;3116;571;4;2026-02-01 00:00:00;2;14,9;delivery;pix;29,8
1898;5067;1984;9;2026-06-24 00:00:00;2;8;delivery;desconhecido;16
1899;1373;1627;8;2026-05-21 00:00:00;3;8;delivery;cartao de credito;24
1900;2362;276;7;2026-02-24 00:00:00;3;18,9;app;pix;56,7
1901;5749;1613;2;2026-06-11 00:00:00;2;32,9;delivery;dinheiro;65,8
1902;2037;1327;3;2026-03-07 00:00:00;4;29,9;app;pix;119,6
1903;1086;1437;3;2026-03-15 00:00:00;1;29,9;delivery;pix;29,9
1904;7933;873;10;2026-02-16 00:00:00;3;12,9;app;cartão de crédito;38,7
1905;4100;13;10;2026-03-06 00:00:00;4;12,9;balcão;desconhecido;51,6
1906;3100;180;8;2026-05-21 00:00:00;1;8;app;pix;8
1907;3880;428;8;2026-01-22 00:00:00;2;8;delivery;pix;16
1908;3547;666;10;2026-05-28 00:00:00;4;12,9;app;pix;51,6
1909;2489;295;1;2026-03-02 00:00:00;3;28,9;balcão;cartao de credito;86,7
1910;4814;375;7;2026-04-30 00:00:00;3;18,9;app;dinheiro;56,7
1911;6243;23;5;2026-03-08 00:00:00;2;16,9;delivery;dinheiro;33,8
1912;739;576;2;2026-04-24 00:00:00;3;32,9;app;desconhecido;98,7
1913;4730;129;5;2026-06-03 00:00:00;3;16,9;balcão;pix;50,7
1914;1532;1888;7;2026-04-16 00:00:00;1;18,9;app;dinheiro;18,9
1915;3923;782;6;2026-02-12 00:00:00;3;15,9;app;pix;47,7
1916;2334;339;5;2026-06-23 00:00:00;4;16,9;delivery;cartão de crédito;67,6
1917;3763;1602;4;2026-06-24 00:00:00;3;14,9;app;desconhecido;44,7
1918;6239;1305;7;2026-01-17 00:00:00;2;18,9;balcão;pix;37,8
1919;740;1440;2;2026-02-14 00:00:00;4;32,9;delivery;pix;131,6
1920;1323;1169;2;2026-04-05 00:00:00;2;32,9;balcão;desconhecido;65,8
1921;1209;394;2;2026-04-07 00:00:00;4;32,9;delivery;pix;131,6
1922;5912;145;6;2026-05-25 00:00:00;3;15,9;app;cartao de credito;47,7
1923;3304;325;5;2026-04-10 00:00:00;3;16,9;delivery;desconhecido;50,7
1924;6312;1930;5;2026-01-22 00:00:00;4;16,9;delivery;cartao de credito;67,6
1925;415;1854;6;2026-03-19 00:00:00;4;15,9;app;cartão de crédito;63,6
1926;7092;721;9;2026-03-13 00:00:00;2;8;delivery;pix;16
1927;7899;1592;5;2026-05-03 00:00:00;4;16,9;app;dinheiro;67,6
1928;2696;1747;3;2026-05-25 00:00:00;1;29,9;app;dinheiro;29,9
1929;3707;284;3;2026-02-12 00:00:00;3;29,9;app;cartao de credito;89,7
1930;5627;1343;6;2026-05-01 00:00:00;2;15,9;delivery;dinheiro;31,8
1931;4632;919;4;2026-04-05 00:00:00;2;14,9;app;cartao de credito;29,8
1932;3042;235;8;2026-05-21 00:00:00;3;8;delivery;cartao de credito;24
1933;1857;1534;6;2026-02-23 00:00:00;1;15,9;delivery;desconhecido;15,9
1934;1747;83;3;2026-01-21 00:00:00;2;29,9;delivery;cartao de credito;59,8
1935;2128;1443;9;2026-06-24 00:00:00;2;8;delivery;pix;16
1936;3931;34;6;2026-02-11 00:00:00;3;15,9;delivery;dinheiro;47,7
1937;979;919;4;2026-01-28 00:00:00;4;14,9;delivery;cartao de credito;59,6
1938;5912;383;5;2026-02-24 00:00:00;1;16,9;delivery;pix;16,9
1939;4092;740;7;2026-05-23 00:00:00;2;18,9;delivery;cartao de credito;37,8
1940;1814;1731;5;2026-05-05 00:00:00;1;16,9;app;cartao de credito;16,9
1941;3014;85;8;2026-04-01 00:00:00;2;8;app;cartao de credito;16
1942;4731;1293;10;2026-05-27 00:00:00;2;12,9;delivery;cartao de credito;25,8
1943;3937;611;9;2026-03-14 00:00:00;3;8;app;cartao de credito;24
1944;3467;100;5;2026-06-19 00:00:00;2;16,9;balcão;cartão de crédito;33,8
1945;415;587;8;2026-03-24 00:00:00;3;8;delivery;pix;24
1946;4102;1406;8;2026-06-08 00:00:00;3;8;delivery;cartão de crédito;24
1947;4197;1353;5;2026-04-12 00:00:00;1;16,9;delivery;cartao de credito;16,9
1948;2109;1360;9;2026-05-10 00:00:00;2;8;app;dinheiro;16
1949;7732;43;3;2026-02-08 00:00:00;3;29,9;delivery;cartão de crédito;89,7
1950;745;437;5;2026-02-25 00:00:00;2;16,9;delivery;desconhecido;33,8
1951;4554;501;3;2026-04-28 00:00:00;4;29,9;app;pix;119,6
1952;3638;1587;10;2026-01-29 00:00:00;4;12,9;app;cartão de crédito;51,6
1953;5948;1901;7;2026-06-23 00:00:00;1;18,9;app;pix;18,9
1954;130;645;6;2026-06-29 00:00:00;1;15,9;delivery;desconhecido;15,9
1955;575;313;4;2026-01-10 00:00:00;1;14,9;app;cartão de crédito;14,9
1956;3743;1397;1;2026-06-25 00:00:00;1;28,9;delivery;dinheiro;28,9
1957;5032;1991;2;2026-06-12 00:00:00;2;32,9;balcão;pix;65,8
1958;521;722;2;2026-02-09 00:00:00;4;32,9;app;dinheiro;131,6
1959;4503;99;4;2026-01-28 00:00:00;1;14,9;delivery;pix;14,9
1960;2770;482;8;2026-01-11 00:00:00;1;8;app;desconhecido;8
1961;5586;258;1;2026-02-25 00:00:00;1;28,9;delivery;cartão de crédito;28,9
1962;5893;1927;1;2026-04-21 00:00:00;4;28,9;balcão;dinheiro;115,6
1963;5842;243;2;2026-03-30 00:00:00;2;32,9;delivery;cartao de credito;65,8
1964;7327;1275;6;2026-06-06 00:00:00;3;15,9;delivery;pix;47,7
1965;7335;1309;10;2026-05-21 00:00:00;3;12,9;delivery;pix;38,7
1966;1518;206;5;2026-05-21 00:00:00;1;16,9;app;dinheiro;16,9
1967;4868;1861;10;2026-01-09 00:00:00;1;12,9;app;desconhecido;12,9
1968;1452;761;6;2026-01-20 00:00:00;1;15,9;delivery;cartao de credito;15,9
1969;930;628;5;2026-04-04 00:00:00;2;16,9;app;pix;33,8
1970;6509;1438;7;2026-04-28 00:00:00;2;18,9;app;dinheiro;37,8
1971;5355;1133;1;2026-04-02 00:00:00;4;28,9;delivery;cartão de crédito;115,6
1972;2674;1675;10;2026-06-21 00:00:00;1;12,9;delivery;cartao de credito;12,9
1973;2045;1614;1;2026-01-19 00:00:00;1;28,9;delivery;cartao de credito;28,9
1974;726;1649;6;2026-01-04 00:00:00;2;15,9;balcão;cartao de credito;31,8
1975;4852;1773;7;2026-01-14 00:00:00;1;18,9;balcão;desconhecido;18,9
1976;6255;1761;2;2026-06-24 00:00:00;4;32,9;delivery;desconhecido;131,6
1977;1174;5;8;2026-02-09 00:00:00;3;8;balcão;cartão de crédito;24
1978;5285;907;3;2026-06-07 00:00:00;1;29,9;balcão;dinheiro;29,9
1979;1933;146;2;2026-02-07 00:00:00;2;32,9;app;pix;65,8
1980;6691;79;6;2026-06-05 00:00:00;3;15,9;delivery;cartão de crédito;47,7
1981;7844;756;4;2026-03-09 00:00:00;4;14,9;app;cartão de crédito;59,6
1982;7319;1631;8;2026-06-15 00:00:00;4;8;app;pix;32
1983;7015;457;1;2026-02-04 00:00:00;2;28,9;delivery;pix;57,8
1984;1282;1249;6;2026-06-14 00:00:00;4;15,9;app;dinheiro;63,6
1985;6855;578;1;2026-06-17 00:00:00;3;28,9;balcão;cartão de crédito;86,7
1986;4985;381;6;2026-04-12 00:00:00;3;15,9;app;pix;47,7
1987;5058;906;3;2026-05-07 00:00:00;4;29,9;balcão;pix;119,6
1988;3255;608;8;2026-04-09 00:00:00;2;8;app;cartão de crédito;16
1989;565;983;2;2026-06-01 00:00:00;4;32,9;delivery;dinheiro;131,6
1990;7448;1290;5;2026-05-14 00:00:00;4;16,9;delivery;pix;67,6
1991;7163;358;3;2026-03-07 00:00:00;2;29,9;delivery;pix;59,8
1992;6844;1292;10;2026-05-27 00:00:00;4;12,9;app;cartão de crédito;51,6
1993;6717;534;2;2026-02-07 00:00:00;1;32,9;app;dinheiro;32,9
1994;319;1781;8;2026-05-31 00:00:00;2;8;app;dinheiro;16
1995;3880;1372;6;2026-05-09 00:00:00;1;15,9;delivery;dinheiro;15,9
1996;4647;1952;10;2026-05-05 00:00:00;1;12,9;delivery;cartão de crédito;12,9
1997;805;1141;9;2026-04-26 00:00:00;3;8;app;cartão de crédito;24
1998;5515;35;4;2026-05-09 00:00:00;4;14,9;delivery;pix;59,6
1999;2543;1368;7;2026-01-25 00:00:00;2;18,9;balcão;pix;37,8
2000;5145;63;2;2026-02-17 00:00:00;1;32,9;delivery;cartao de credito;32,9
2001;6737;224;6;2026-06-03 00:00:00;3;15,9;delivery;cartão de crédito;47,7
2002;7937;1576;4;2026-05-17 00:00:00;2;14,9;balcão;desconhecido;29,8
2003;6225;772;4;2026-02-02 00:00:00;4;14,9;balcão;dinheiro;59,6
2004;4458;1623;6;2026-03-14 00:00:00;3;15,9;delivery;cartão de crédito;47,7
2005;2554;1627;10;2026-03-18 00:00:00;1;12,9;app;cartão de crédito;12,9
2006;6094;1847;10;2026-01-17 00:00:00;3;12,9;app;cartão de crédito;38,7
2007;2391;1007;9;2026-04-04 00:00:00;1;8;delivery;cartão de crédito;8
2008;1452;1179;2;2026-01-09 00:00:00;4;32,9;balcão;cartao de credito;131,6
2009;5830;297;8;2026-04-03 00:00:00;3;8;app;cartao de credito;24
2010;3162;35;10;2026-04-08 00:00:00;2;12,9;app;pix;25,8
2011;113;1820;3;2026-01-02 00:00:00;1;29,9;delivery;cartão de crédito;29,9
2012;4742;291;10;2026-04-07 00:00:00;3;12,9;delivery;cartão de crédito;38,7
2013;3700;1812;2;2026-01-14 00:00:00;3;32,9;app;cartao de credito;98,7
2014;5577;1213;7;2026-01-10 00:00:00;2;18,9;balcão;pix;37,8
2015;3708;50;8;2026-02-02 00:00:00;2;8;delivery;desconhecido;16
2016;6613;1792;5;2026-05-28 00:00:00;4;16,9;app;pix;67,6
2017;7178;644;8;2026-03-17 00:00:00;1;8;delivery;cartão de crédito;8
2018;6590;1289;7;2026-01-14 00:00:00;3;18,9;app;cartão de crédito;56,7
2019;6792;793;8;2026-06-11 00:00:00;2;8;balcão;pix;16
2020;668;1747;8;2026-01-30 00:00:00;1;8;app;pix;8
2021;5774;1621;3;2026-01-08 00:00:00;2;29,9;balcão;cartão de crédito;59,8
2022;3132;936;2;2026-01-19 00:00:00;4;32,9;app;cartão de crédito;131,6
2023;2326;1230;4;2026-04-01 00:00:00;3;14,9;app;cartao de credito;44,7
2024;1442;237;4;2026-04-01 00:00:00;3;14,9;app;cartao de credito;44,7
2025;3511;405;8;2026-04-13 00:00:00;1;8;delivery;desconhecido;8
2026;1396;834;5;2026-03-06 00:00:00;1;16,9;delivery;desconhecido;16,9
2027;7741;239;1;2026-04-04 00:00:00;1;28,9;app;cartao de credito;28,9
2028;5160;588;1;2026-05-03 00:00:00;1;28,9;app;cartao de credito;28,9
2029;5993;1678;4;2026-06-10 00:00:00;2;14,9;app;pix;29,8
2030;3722;999;10;2026-02-20 00:00:00;1;12,9;balcão;desconhecido;12,9
2031;2526;173;10;2026-01-17 00:00:00;2;12,9;app;cartao de credito;25,8
2032;4256;1763;1;2026-04-26 00:00:00;4;28,9;delivery;pix;115,6
2033;606;1077;6;2026-01-23 00:00:00;1;15,9;app;dinheiro;15,9
2034;2009;507;9;2026-06-29 00:00:00;4;8;delivery;cartao de credito;32
2035;1074;304;4;2026-05-03 00:00:00;4;14,9;delivery;pix;59,6
2036;2371;1401;9;2026-05-31 00:00:00;2;8;app;desconhecido;16
2037;7111;179;8;2026-03-16 00:00:00;4;8;delivery;pix;32
2038;3199;51;10;2026-04-17 00:00:00;2;12,9;balcão;desconhecido;25,8
2039;6330;1933;8;2026-05-30 00:00:00;2;8;delivery;desconhecido;16
2040;4849;1161;9;2026-06-03 00:00:00;1;8;app;pix;8
2041;1081;1906;4;2026-03-08 00:00:00;3;14,9;delivery;desconhecido;44,7
2042;7390;1404;9;2026-04-18 00:00:00;3;8;app;pix;24
2043;2914;320;10;2026-01-29 00:00:00;1;12,9;delivery;dinheiro;12,9
2044;2112;214;2;2026-03-23 00:00:00;1;32,9;app;cartao de credito;32,9
2045;2892;122;8;2026-05-19 00:00:00;2;8;app;pix;16
2046;3761;431;9;2026-04-22 00:00:00;3;8;delivery;dinheiro;24
2047;6914;1861;8;2026-04-15 00:00:00;3;8;app;dinheiro;24
2048;7775;1602;7;2026-06-26 00:00:00;3;18,9;delivery;cartão de crédito;56,7
2049;6090;1133;2;2026-01-05 00:00:00;3;32,9;delivery;desconhecido;98,7
2050;1648;1753;5;2026-05-02 00:00:00;3;16,9;delivery;cartão de crédito;50,7
2051;295;598;10;2026-01-25 00:00:00;2;12,9;balcão;pix;25,8
2052;4771;812;6;2026-02-11 00:00:00;1;15,9;balcão;dinheiro;15,9
2053;2163;175;10;2026-02-16 00:00:00;2;12,9;balcão;cartão de crédito;25,8
2054;3682;1812;4;2026-03-23 00:00:00;3;14,9;delivery;cartao de credito;44,7
2055;686;1109;1;2026-03-28 00:00:00;4;28,9;delivery;cartão de crédito;115,6
2056;7049;1172;3;2026-01-07 00:00:00;1;29,9;app;cartão de crédito;29,9
2057;7577;283;6;2026-02-17 00:00:00;3;15,9;delivery;cartão de crédito;47,7
2058;2412;719;5;2026-01-26 00:00:00;2;16,9;delivery;cartão de crédito;33,8
2059;3603;532;9;2026-03-30 00:00:00;2;8;app;pix;16
2060;935;1935;3;2026-06-20 00:00:00;4;29,9;app;pix;119,6
2061;5691;1994;2;2026-01-29 00:00:00;2;32,9;app;cartão de crédito;65,8
2062;2641;557;2;2026-02-23 00:00:00;3;32,9;delivery;desconhecido;98,7
2063;313;294;10;2026-04-01 00:00:00;3;12,9;app;dinheiro;38,7
2064;6297;966;5;2026-06-23 00:00:00;3;16,9;delivery;dinheiro;50,7
2065;4688;1998;6;2026-04-28 00:00:00;2;15,9;delivery;pix;31,8
2066;1996;763;3;2026-01-29 00:00:00;1;29,9;app;dinheiro;29,9
2067;4138;6;3;2026-02-26 00:00:00;4;29,9;balcão;dinheiro;119,6
2068;5601;593;8;2026-04-17 00:00:00;3;8;app;desconhecido;24
2069;1058;34;5;2026-06-01 00:00:00;1;16,9;delivery;dinheiro;16,9
2070;3071;868;7;2026-01-01 00:00:00;1;18,9;app;pix;18,9
2071;7518;1263;2;2026-05-08 00:00:00;4;32,9;delivery;cartao de credito;131,6
2072;1800;601;7;2026-01-13 00:00:00;2;18,9;delivery;dinheiro;37,8
2073;4111;1620;4;2026-05-23 00:00:00;3;14,9;delivery;dinheiro;44,7
2074;442;1574;5;2026-04-25 00:00:00;2;16,9;app;cartao de credito;33,8
2075;7170;1460;6;2026-05-31 00:00:00;2;15,9;app;dinheiro;31,8
2076;3940;1114;3;2026-04-19 00:00:00;1;29,9;delivery;pix;29,9
2077;3396;805;5;2026-01-11 00:00:00;3;16,9;app;desconhecido;50,7
2078;14;1855;4;2026-02-07 00:00:00;1;14,9;delivery;dinheiro;14,9
2079;5792;765;8;2026-03-16 00:00:00;2;8;app;pix;16
2080;1772;1626;5;2026-04-01 00:00:00;3;16,9;app;cartao de credito;50,7
2081;7688;1206;6;2026-05-18 00:00:00;4;15,9;delivery;pix;63,6
2082;131;278;10;2026-04-18 00:00:00;4;12,9;app;pix;51,6
2083;2358;1683;3;2026-01-16 00:00:00;1;29,9;app;cartao de credito;29,9
2084;2838;1922;8;2026-01-17 00:00:00;1;8;app;cartao de credito;8
2085;960;956;5;2026-02-10 00:00:00;3;16,9;delivery;dinheiro;50,7
2086;6400;789;7;2026-01-05 00:00:00;3;18,9;delivery;pix;56,7
2087;1306;1914;7;2026-03-12 00:00:00;1;18,9;delivery;dinheiro;18,9
2088;191;1411;9;2026-03-22 00:00:00;2;8;app;cartao de credito;16
2089;5787;894;7;2026-03-28 00:00:00;2;18,9;delivery;dinheiro;37,8
2090;6236;604;10;2026-05-31 00:00:00;1;12,9;app;dinheiro;12,9
2091;4799;1432;3;2026-01-28 00:00:00;3;29,9;balcão;pix;89,7
2092;1848;606;2;2026-05-31 00:00:00;3;32,9;delivery;dinheiro;98,7
2093;7542;1530;4;2026-05-12 00:00:00;3;14,9;app;pix;44,7
2094;6830;1727;9;2026-05-17 00:00:00;2;8;delivery;desconhecido;16
2095;1000;1017;3;2026-02-14 00:00:00;1;29,9;delivery;pix;29,9
2096;2643;54;3;2026-04-20 00:00:00;1;29,9;app;pix;29,9
2097;1300;1984;9;2026-03-18 00:00:00;1;8;delivery;pix;8
